MATRIKELNUMMER;STUDBEZ;ZULAC;SEMESTER_ID;STUDIENJAHR;ST_SEM_NR;StudienStatusCode;StatusgruppeS;StatusgruppeSem1;STUDBEZ_kompakt;Studart;Studgruppe;FAMILIENNAME;VORNAME;GESCHLECHT;LAND_1;STUDDAUER;OUTGOINGSEM;Beginndat_Min;Endedat_Max;besuchtesSemester;Alter;Ueberlaenge;StatusgruppeR;ECTS_Sem;SWS_Sem;ECTS_Sj;SWS_Sj;prfakt;IncomingsemUHSBV
01565774;"Bachelorstudium; Powerpoint";O;21S;2020/21;102;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;21.08.2019;31.12.9999;4;21;-4;Studienfortsetzung;9;7;22;18;prfakt;
00664403;"Bachelorstudium; Powerpoint";O;16S;2015/16;92;IZ;Studienabbruch; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;27.06.2013;07.12.2016;6;28;-2;Studienabbruch;9;1;19;3;prfakt;
00309632;"Bachelorstudium; Powerpoint";O;17W;2017/18;95;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;19.06.2016;31.12.9999;3;33;-5;Studienfortsetzung;9;6;22,5;17;superprfakt;
01464805;"Bachelorstudium; Powerpoint";O;19S;2018/19;98;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;27.04.2018;31.12.9999;2;22;-6;Studienfortsetzung;9;4;21;8;prfakt;
01066821;"Bachelorstudium; Powerpoint";O;13W;2013/14;87;aB;Studienbeginn; ;"BA; PPP";BA;PPP;Personson;Person;W;Iran;8;;02.09.2013;29.03.2019;1;20;-7;Studienbeginn;9;1;22;6;prfakt;
01069045;"Bachelorstudium; Powerpoint";O;14S;2013/14;88;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Iran;8;;01.03.2014;04.02.2019;2;24;-6;Studienfortsetzung;9;1;22;6;prfakt;
01269100;"Bachelorstudium; Powerpoint";O;14W;2014/15;89;aB;Studienbeginn; ;"BA; PPP";BA;PPP;Personson;Person;W;Spanien;8;;07.05.2014;29.12.2019;1;21;-7;Studienbeginn;9;1;25;8;prfakt;
09471184;"Bachelorstudium; Powerpoint";O;14W;2014/15;89;aB;Studienbeginn; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;24.06.2014;31.12.9999;1;30;-7;Studienbeginn;9;1;30;12;prfakt;
00665529;"Bachelorstudium; Powerpoint";O;14W;2014/15;89;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Spanien;8;;19.02.2014;12.04.2016;3;31;-5;Studienfortsetzung;9;1;19;3;prfakt;
00269592;"Bachelorstudium; Powerpoint";O;15S;2014/15;90;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Korea, Republik;8;;07.05.2014;30.01.2019;2;25;-6;Studienfortsetzung;9;1;22;6;prfakt;
01371053;"Bachelorstudium; Powerpoint";O;15W;2015/16;91;aB;Studienbeginn; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;28.11.2015;15.02.2018;1;19;-7;Studienbeginn;9;7;14,5;12;prfakt;
01302973;"Bachelorstudium; Powerpoint";O;15W;2015/16;91;aB;Studienbeginn; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;14.06.2015;23.07.2020;1;19;-7;Studienbeginn;9;2;31;14;prfakt;
01066914;"Bachelorstudium; Powerpoint";O;16S;2015/16;92;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Deutschland;8;;22.12.2010;31.12.9999;12;29;4;Studienfortsetzung;9;6,5;30,5;16,5;prfakt;
00972054;"Bachelorstudium; Powerpoint";O;18S;2017/18;96;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Spanien;8;;29.06.2016;21.01.2019;4;33;-4;Studienfortsetzung;9;0;21;3;prfakt;
00968528;"Bachelorstudium; Powerpoint";O;18W;2018/19;97;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;03.07.2014;28.02.2020;9;31;1;Studienfortsetzung;9;0;20;2;prfakt;
00266112;"Bachelorstudium; Powerpoint";O;19S;2018/19;98;IX;Studienabschluss; ;"BA; PPP";BA;PPP;Personson;Person;W;Korea, Republik;8;;22.02.2015;03.09.2019;10;27;2;Studienabschluss;9;0;33;12;prfakt;
01064205;"Bachelorstudium; Powerpoint";O;19S;2018/19;98;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;05.02.2018;12.08.2021;3;27;-5;Studienfortsetzung;9;0;21;4;prfakt;
11832506;"Bachelorstudium; Powerpoint";O;20S;2019/20;100;U;Beurlaubung; ;"BA; PPP";BA;PPP;Personson;Person;W;Türkei;8;;12.05.2018;31.12.9999;;33;;Beurlaubung;9;0;28;9;prfakt;
01362715;"Bachelorstudium; Powerpoint";O;21S;2020/21;102;IX;Studienabschluss; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;03.12.2014;08.02.2021;13;25;5;Studienabschluss;9;7;15,5;12;prfakt;
11728133;"Bachelorstudium; Powerpoint";O;17W;2017/18;95;aE;Studienbeginn; ;"BA; PPP";BA;PPP;Personson;Person;M;Slowenien;8;;03.11.2017;24.02.2020;1;22;-7;Studienbeginn;9;1;20;4;prfakt;
11811222;"Bachelorstudium; Powerpoint";O;19W;2019/20;99;aB;Studienbeginn; ;"BA; PPP";BA;PPP;Personson;Person;W;Österreich;8;;11.12.2019;31.12.9999;1;17;-7;Studienbeginn;9;6;26,5;22;superprfakt;
01369501;"Bachelorstudium; Powerpoint";O;19W;2019/20;99;I;Studienfortsetzung; ;"BA; PPP";BA;PPP;Personson;Person;M;Österreich;8;;20.02.2019;31.12.9999;3;25;-5;Studienfortsetzung;9;8;14;13;prfakt;
01203159;"Bachelorstudium; Business Intelligence";O;15W;2015/16;91;aB;Studienbeginn; ;"BA; BI";BA;Business Intelligence;Personson;Person;W;Österreich;8;;23.05.2015;31.12.9999;1;20;-7;Studienbeginn;9;12;18,5;26;superprfakt;
01438792;"Bachelorstudium; Business Intelligence";O;16W;2016/17;93;I;Studienfortsetzung; ;"BA; BI";BA;Business Intelligence;Personson;Person;W;Österreich;8;;17.06.2015;31.12.9999;3;19;-5;Studienfortsetzung;9;10;19,5;21;superprfakt;
01207414;"Bachelorstudium; Business Intelligence";O;18S;2017/18;96;I;Studienfortsetzung; ;"BA; BI";BA;Business Intelligence;Personson;Person;W;Österreich;8;;10.05.2015;31.12.9999;6;22;-2;Studienfortsetzung;9;11;21,5;24;superprfakt;
11700884;"Bachelorstudium; Business Intelligence";O;20S;2019/20;100;I;Studienfortsetzung; ;"BA; BI";BA;Business Intelligence;Personson;Person;W;Österreich;8;;07.06.2018;31.12.9999;4;18;-4;Studienfortsetzung;9;10;19,5;22;superprfakt;
11799221;"Bachelorstudium; Business Intelligence";O;20W;2020/21;101;I;Studienfortsetzung; ;"BA; BI";BA;Business Intelligence;Personson;Person;M;Österreich;8;;07.01.2019;31.12.9999;5;27;-3;Studienfortsetzung;9;14;23;33;superprfakt;
11720289;"Bachelorstudium; Business Intelligence";O;21S;2020/21;102;I;Studienfortsetzung; ;"BA; BI";BA;Business Intelligence;Personson;Person;W;Österreich;8;;29.05.2017;31.12.9999;8;21;0;Studienfortsetzung;9;9,5;23;22,5;superprfakt;
01540500;"Bachelorstudium; Business Intelligence";O;15W;2015/16;91;aB;Studienbeginn; ;"BA; BI";BA;Business Intelligence;Personson;Person;W;Österreich;8;;02.09.2015;27.11.2016;1;17;-7;Studienbeginn;9;13;21,5;32;superprfakt;
01503681;"Bachelorstudium; Business Intelligence";O;16W;2016/17;93;aB;Studienbeginn; ;"BA; BI";BA;Business Intelligence;Personson;Person;W;Österreich;8;;25.10.2016;31.12.9999;1;19;-7;Studienbeginn;9;11;23,5;28;superprfakt;
01539935;"Bachelorstudium; Business Intelligence";O;16W;2016/17;93;aB;Studienbeginn; ;"BA; BI";BA;Business Intelligence;Personson;Person;W;Österreich;8;;09.11.2016;23.06.2020;1;19;-7;Studienbeginn;9;10,5;20;23;superprfakt;
01638003;"Bachelorstudium; Business Intelligence";O;17W;2017/18;95;aB;Studienbeginn; ;"BA; BI";BA;Business Intelligence;Personson;Person;M;Österreich;8;;08.08.2017;31.12.9999;1;18;-7;Studienbeginn;9;11;19;24;superprfakt;
01635772;"Bachelorstudium; Business Intelligence";O;18W;2018/19;97;I;Studienfortsetzung; ;"BA; BI";BA;Business Intelligence;Personson;Person;W;Österreich;8;;05.05.2016;31.12.9999;5;23;-3;Studienfortsetzung;9;12;24;27;superprfakt;
01634645;"Bachelorstudium; Business Intelligence";O;19W;2019/20;99;I;Studienfortsetzung; ;"BA; BI";BA;Business Intelligence;Personson;Person;M;Österreich;8;;28.11.2017;31.12.9999;5;20;-3;Studienfortsetzung;9;11;16;19;superprfakt;
01444825;"Bachelorstudium; Business Intelligence";O;19W;2019/20;99;I;Studienfortsetzung; ;"BA; BI";BA;Business Intelligence;Personson;Person;W;Schweiz;8;;22.12.2015;31.12.9999;9;25;1;Studienfortsetzung;9;11,5;16;19;prfakt;
01239361;"Bachelorstudium; Business Intelligence";O;15W;2015/16;91;I;Studienfortsetzung; ;"BA; BI";BA;Business Intelligence;Personson;Person;W;Österreich;8;;02.08.2014;02.01.2021;4;20;-4;Studienfortsetzung;9;11,5;22,5;25;superprfakt;
01205760;"Bachelorstudium; Business Intelligence";O;16S;2015/16;92;I;Studienfortsetzung; ;"BA; BI";BA;Business Intelligence;Personson;Person;W;Österreich;8;;16.05.2015;31.12.9999;2;26;-6;Studienfortsetzung;9;13,5;23;31;superprfakt;
01404513;"Bachelorstudium; Business Intelligence";O;17W;2017/18;95;I;Studienfortsetzung; ;"BA; BI";BA;Business Intelligence;Personson;Person;W;Österreich;8;;26.06.2015;10.03.2021;5;21;-3;Studienfortsetzung;9;7,5;19;18,5;superprfakt;
01215844;"Bachelorstudium; Business Intelligence";O;18W;2018/19;97;aB;Studienbeginn; ;"BA; BI";BA;Business Intelligence;Personson;Person;W;Russische Föderation;8;;05.01.2019;21.10.2020;1;26;-7;Studienbeginn;9;11;22,5;25;superprfakt;
01636920;"Bachelorstudium; Business Intelligence";O;18W;2018/19;97;I;Studienfortsetzung; ;"BA; BI";BA;Business Intelligence;Personson;Person;M;Österreich;8;;27.02.2017;31.12.9999;5;22;-3;Studienfortsetzung;9;9;24;25;superprfakt;
11726202;"Bachelorstudium; Business Intelligence";O;18W;2018/19;97;aB;Studienbeginn; ;"BA; BI";BA;Business Intelligence;Personson;Person;W;Österreich;8;;10.07.2018;15.04.2020;1;22;-7;Studienbeginn;9;12;17,5;25;superprfakt;
01637975;"Bachelorstudium; Business Intelligence";O;18W;2018/19;97;I;Studienfortsetzung; ;"BA; BI";BA;Business Intelligence;Personson;Person;W;Österreich;8;;12.01.2017;31.12.9999;5;21;-3;Studienfortsetzung;9;11;13;15;prfakt;
01164881;"Bachelorstudium; Business Intelligence";O;18W;2018/19;97;aB;Studienbeginn; ;"BA; BI";BA;Business Intelligence;Personson;Person;M;Österreich;8;;06.02.2019;17.10.2019;1;22;-7;Studienbeginn;9;13;12;16;prfakt;
01048207;"Bachelorstudium; Business Intelligence";O;18W;2018/19;97;I;Studienfortsetzung; ;"BA; BI";BA;Business Intelligence;Personson;Person;W;Österreich;8;;24.10.2016;10.07.2020;9;26;1;Studienfortsetzung;9;7,5;20;19;prfakt;
01339786;"Bachelorstudium; Business Intelligence";O;16W;2016/17;93;I;Studienfortsetzung; ;"BA; BI";BA;Business Intelligence;Personson;Person;W;Ungarn;8;;23.03.2015;22.04.2020;5;25;-3;Studienfortsetzung;9;11;24;27;superprfakt;
01505616;"Bachelorstudium; Business Intelligence";O;16W;2016/17;93;aB;Studienbeginn; ;"BA; BI";BA;Business Intelligence;Personson;Person;W;Österreich;8;;12.07.2016;31.12.9999;1;20;-7;Studienbeginn;9;11;30;35;superprfakt;
09464943;"Bachelorstudium; Business Intelligence";O;17S;2016/17;94;I;Studienfortsetzung; ;"BA; BI";BA;Business Intelligence;Personson;Person;M;Österreich;8;;29.05.2015;30.12.2020;4;25;-4;Studienfortsetzung;9;11;15;18;prfakt;
11767599;"Bachelorstudium; Business Intelligence";O;18W;2018/19;97;I;Studienfortsetzung; ;"BA; BI";BA;Business Intelligence;Personson;Person;M;Österreich;8;;12.08.2017;02.05.2019;3;22;-5;Studienfortsetzung;9;11,5;29;35;superprfakt;
01639004;"Bachelorstudium; Business Intelligence";O;19S;2018/19;98;I;Studienfortsetzung; ;"BA; BI";BA;Business Intelligence;Personson;Person;M;Österreich;8;;09.08.2016;31.12.9999;6;22;-2;Studienfortsetzung;9;13;19;24;superprfakt;
01507692;"Bachelorstudium; Business Intelligence";O;19W;2019/20;99;I;Studienfortsetzung; ;"BA; BI";BA;Business Intelligence;Personson;Person;W;Österreich;8;;05.11.2017;17.10.2021;5;22;-3;Studienfortsetzung;9;10;25,5;25;superprfakt;
01629235;"Bachelorstudium; Business Intelligence";O;20W;2020/21;101;I;Studienfortsetzung; ;"BA; BI";BA;Business Intelligence;Personson;Person;M;Österreich;8;;18.01.2018;31.12.9999;7;23;-1;Studienfortsetzung;9;12;15,5;19,5;superprfakt;
01633579;"Bachelorstudium; Business Intelligence";O;16W;2016/17;93;aE;Studienbeginn; ;"BA; BI";BA;Business Intelligence;Personson;Person;M;Österreich;8;;16.10.2016;31.12.9999;1;18;-7;Studienbeginn;9;13,5;25,5;31;superprfakt;
01405202;"Bachelorstudium; Business Intelligence";O;15W;2015/16;91;aB;Studienbeginn; ;"BA; BI";BA;Business Intelligence;Personson;Person;W;Österreich;8;;08.12.2015;31.12.9999;1;21;-7;Studienbeginn;9;11,5;22;31;superprfakt;
01401492;"Bachelorstudium; Business Intelligence";O;16S;2015/16;92;I;Studienfortsetzung; ;"BA; BI";BA;Business Intelligence;Personson;Person;W;Österreich;8;;28.01.2016;31.12.9999;2;20;-6;Studienfortsetzung;9;15,5;21;30;superprfakt;
01623137;"Bachelorstudium; Business Intelligence";O;20S;2019/20;100;I;Studienfortsetzung; ;"BA; BI";BA;Business Intelligence;Personson;Person;W;Österreich;8;;24.12.2017;12.08.2021;6;24;-2;Studienfortsetzung;9;11;20,5;25,5;superprfakt;
01507777;"Bachelorstudium; Business Intelligence";O;16S;2015/16;92;I;Studienfortsetzung; ;"BA; BI";BA;Business Intelligence;Personson;Person;W;Österreich;8;;18.08.2015;21.03.2021;2;22;-6;Studienfortsetzung;9;14,5;16;24;superprfakt;
01402174;"Bachelorstudium; Business Intelligence";O;18S;2017/18;96;I;Studienfortsetzung; ;"BA; BI";BA;Business Intelligence;Personson;Person;W;Österreich;8;;06.01.2017;23.12.2020;4;23;-4;Studienfortsetzung;9;10;22,5;24;superprfakt;
11723841;"Bachelorstudium; Business Intelligence";O;18S;2017/18;96;I;Studienfortsetzung; ;"BA; BI";BA;Business Intelligence;Personson;Person;W;Lettland;8;;29.12.2017;31.12.9999;2;32;-6;Studienfortsetzung;9;10;15;17;prfakt;
01541992;"Bachelorstudium; Business Intelligence";O;18W;2018/19;97;I;Studienfortsetzung; ;"BA; BI";BA;Business Intelligence;Personson;Person;M;Österreich;8;;05.02.2017;31.12.9999;5;24;-3;Studienfortsetzung;9;12,5;17,5;24;superprfakt;
11720745;"Bachelorstudium; Business Intelligence";O;19W;2019/20;99;I;Studienfortsetzung; ;"BA; BI";BA;Business Intelligence;Personson;Person;W;Lettland;8;;18.09.2017;31.12.9999;5;35;-3;Studienfortsetzung;9;12;17;21;superprfakt;
11724244;"Bachelorstudium; Business Intelligence";O;20S;2019/20;100;I;Studienfortsetzung; ;"BA; BI";BA;Business Intelligence;Personson;Person;W;Lettland;8;;24.08.2017;31.12.9999;6;34;-2;Studienfortsetzung;9;10;18;22;superprfakt;
01420228;"Bachelorstudium; Business Intelligence";O;20W;2020/21;101;I;Studienfortsetzung; ;"BA; BI";BA;Business Intelligence;Personson;Person;M;Österreich;8;;03.01.2018;31.12.9999;7;22;-1;Studienfortsetzung;9;9;16;16;prfakt;
11824363;"Bachelorstudium; Business Intelligence";O;21S;2020/21;102;I;Studienfortsetzung; ;"BA; BI";BA;Business Intelligence;Personson;Person;M;Österreich;8;;03.07.2018;31.12.9999;6;22;-2;Studienfortsetzung;9;9,5;20,5;21;superprfakt;
01607140;"Bachelorstudium; Business Intelligence";O;21S;2020/21;102;I;Studienfortsetzung; ;"BA; BI";BA;Business Intelligence;Personson;Person;M;Österreich;8;;12.02.2019;31.12.9999;6;24;-2;Studienfortsetzung;9;13,5;32;37,5;superprfakt;
01633985;"Bachelorstudium; Business Intelligence";O;20S;2019/20;100;I;Studienfortsetzung; ;"BA; BI";BA;Business Intelligence;Personson;Person;M;Österreich;8;;21.07.2019;31.12.9999;2;22;-6;Studienfortsetzung;9;9,5;17,5;20,5;superprfakt;
11730254;"Bachelorstudium; Business Intelligence";O;21S;2020/21;102;I;Studienfortsetzung; ;"BA; BI";BA;Business Intelligence;Personson;Person;M;Österreich;8;;31.05.2020;31.12.9999;4;28;-4;Studienfortsetzung;9;11,5;19;23;superprfakt;
01592368;"Bachelorstudium; Business Intelligence";O;20S;2019/20;100;I;Studienfortsetzung; ;"BA; BI";BA;Business Intelligence;Personson;Person;W;Österreich;8;;17.07.2019;29.06.2021;2;19;-6;Studienfortsetzung;9;14,5;14,5;22;superprfakt;
11698166;"Bachelorstudium; Business Intelligence";O;20W;2020/21;101;I;Studienfortsetzung; ;"BA; BI";BA;Business Intelligence;Personson;Person;W;Österreich;8;;30.01.2020;31.12.9999;5;22;-3;Studienfortsetzung;9;9;22;23;superprfakt;
61800756;"Bachelorstudium; Business Intelligence";O;21S;2020/21;102;I;Studienfortsetzung; ;"BA; BI";BA;Business Intelligence;Personson;Person;W;Österreich;8;;16.04.2019;31.12.9999;4;26;-4;Studienfortsetzung;9;10;28,5;30;superprfakt;
01463414;"Bachelorstudium; Business Intelligence";O;14W;2014/15;89;aE;Studienbeginn; ;"BA; BI";BA;Business Intelligence;Personson;Person;W;Österreich;8;;16.10.2014;11.01.2015;1;16;-7;Studienbeginn;9;13;9;13;prfakt;
11695393;"Bachelorstudium; Business Intelligence";O;20S;2019/20;100;I;Studienfortsetzung; ;"BA; BI";BA;Business Intelligence;Personson;Person;M;Österreich;8;;31.01.2020;31.12.9999;2;19;-6;Studienfortsetzung;9;11;17,5;23,5;superprfakt;
11897368;"Bachelorstudium; Business Intelligence";O;19W;2019/20;99;aE;Studienbeginn; ;"BA; BI";BA;Business Intelligence;Personson;Person;W;Österreich;8;;18.07.2019;31.12.9999;1;20;-7;Studienbeginn;9;17;23;39;superprfakt;
11723661;"Bachelorstudium; Business Intelligence";O;19W;2019/20;99;aB;Studienbeginn; ;"BA; BI";BA;Business Intelligence;Personson;Person;W;Österreich;8;;16.07.2019;31.12.9999;1;21;-7;Studienbeginn;9;13,5;22,5;32,5;superprfakt;
01370890;"Bachelorstudium; Business Intelligence";O;20S;2019/20;100;I;Studienfortsetzung; ;"BA; BI";BA;Business Intelligence;Personson;Person;W;Österreich;8;;19.04.2019;31.12.9999;2;23;-6;Studienfortsetzung;9;15;18;29;superprfakt;
11826746;"Bachelorstudium; Business Intelligence";O;20W;2020/21;101;I;Studienfortsetzung; ;"BA; BI";BA;Business Intelligence;Personson;Person;M;Österreich;8;;10.10.2019;31.12.9999;3;22;-5;Studienfortsetzung;9;14;16,5;22,25;superprfakt;
11824544;"Bachelorstudium; Business Intelligence";O;21S;2020/21;102;I;Studienfortsetzung; ;"BA; BI";BA;Business Intelligence;Personson;Person;M;Österreich;8;;07.11.2019;31.12.9999;4;21;-4;Studienfortsetzung;9;10;21,5;26;superprfakt;
11827787;"Bachelorstudium; Business Intelligence";O;21S;2020/21;102;I;Studienfortsetzung; ;"BA; BI";BA;Business Intelligence;Personson;Person;W;Österreich;8;;26.10.2020;31.12.9999;2;24;-6;Studienfortsetzung;9;11,5;16,5;22;superprfakt;
11729042;"Bachelorstudium; Business Intelligence";O;19W;2019/20;99;aB;Studienbeginn; ;"BA; BI";BA;Business Intelligence;Personson;Person;M;Österreich;8;;05.09.2019;14.11.2020;1;25;-7;Studienbeginn;9;10,5;18;21;prfakt;
00704573;"Bachelorstudium; Business Intelligence";O;20S;2019/20;100;I;Studienfortsetzung; ;"BA; BI";BA;Business Intelligence;Personson;Person;M;Österreich;8;;17.06.2019;31.12.9999;2;32;-6;Studienfortsetzung;9;12;14,5;19;prfakt;
01339965;"Bachelorstudium; Business Intelligence";O;20W;2020/21;101;I;Studienfortsetzung; ;"BA; BI";BA;Business Intelligence;Personson;Person;W;Österreich;8;;21.09.2019;31.12.9999;5;25;-3;Studienfortsetzung;9;18;18,5;28;superprfakt;
01077967;"Bachelorstudium; Business Intelligence";O;16S;2015/16;92;I;Studienfortsetzung; ;"BA; BI";BA;Business Intelligence;Personson;Person;W;Österreich;8;;08.07.2014;15.06.2019;4;27;-4;Studienfortsetzung;9;11,5;17,5;21;superprfakt;
01442188;"Bachelorstudium; Business Intelligence";O;16S;2015/16;92;IZ;Studienabbruch; ;"BA; BI";BA;Business Intelligence;Personson;Person;M;Österreich;8;;27.01.2016;05.02.2017;2;19;-6;Studienabbruch;9;13;25;32;superprfakt;
01031692;"Bachelorstudium; Business Intelligence";O;16W;2016/17;93;I;Studienfortsetzung; ;"BA; BI";BA;Business Intelligence;Personson;Person;M;Österreich;8;;03.11.2015;14.09.2020;3;25;-5;Studienfortsetzung;9;10;25;27;superprfakt;
01505666;"Bachelorstudium; Business Intelligence";O;18W;2018/19;97;aB;Studienbeginn; ;"BA; BI";BA;Business Intelligence;Personson;Person;W;Österreich;8;;09.09.2018;31.12.9999;1;19;-7;Studienbeginn;9;10,5;17,5;21;superprfakt;
01635877;"Bachelorstudium; Business Intelligence";O;18W;2018/19;97;I;Studienfortsetzung; ;"BA; BI";BA;Business Intelligence;Personson;Person;M;Österreich;8;;07.01.2018;31.12.9999;3;22;-5;Studienfortsetzung;9;10;21;22;superprfakt;
01629505;"Bachelorstudium; Business Intelligence";O;18W;2018/19;97;I;Studienfortsetzung; ;"BA; BI";BA;Business Intelligence;Personson;Person;W;Österreich;8;;04.02.2018;05.05.2021;3;21;-5;Studienfortsetzung;9;10;24;28;superprfakt;
01633848;"Bachelorstudium; Business Intelligence";O;19S;2018/19;98;I;Studienfortsetzung; ;"BA; BI";BA;Business Intelligence;Personson;Person;M;Österreich;8;;03.02.2018;31.12.9999;4;21;-4;Studienfortsetzung;9;9;17;18;superprfakt;
00605288;"Bachelorstudium; Business Intelligence";O;19S;2018/19;98;I;Studienfortsetzung; ;"BA; BI";BA;Business Intelligence;Personson;Person;M;Österreich;8;;08.07.2018;31.12.9999;2;32;-6;Studienfortsetzung;9;9;18,5;19;superprfakt;
09768643;"Bachelorstudium; Business Intelligence";O;20W;2020/21;101;I;Studienfortsetzung; ;"BA; BI";BA;Business Intelligence;Personson;Person;W;Österreich;8;;31.12.2017;31.12.9999;7;28;-1;Studienfortsetzung;9;16,5;21;26,5;superprfakt;
01518710;"Bachelorstudium; Business Intelligence";O;21S;2020/21;102;I;Studienfortsetzung; ;"BA; BI";BA;Business Intelligence;Personson;Person;W;Österreich;8;;30.06.2017;31.12.9999;8;25;0;Studienfortsetzung;9;11;16,5;20,5;prfakt;
09767989;"Bachelorstudium; Business Intelligence";O;21S;2020/21;102;I;Studienfortsetzung; ;"BA; BI";BA;Business Intelligence;Personson;Person;W;Österreich;8;;01.08.2017;31.12.9999;8;30;0;Studienfortsetzung;9;7;18;23,5;superprfakt;
01155203;"Bachelorstudium; Business Intelligence";O;15W;2015/16;91;I;Studienfortsetzung; ;"BA; BI";BA;Business Intelligence;Personson;Person;W;Österreich;8;;28.04.2014;14.08.2019;3;23;-5;Studienfortsetzung;9;11;17;22;superprfakt;
01156432;"Bachelorstudium; Business Intelligence";O;16S;2015/16;92;I;Studienfortsetzung; ;"BA; BI";BA;Business Intelligence;Personson;Person;W;Österreich;8;;02.02.2016;31.12.9999;2;21;-6;Studienfortsetzung;9;16,5;9;16,5;superprfakt;
01239928;"Bachelorstudium; Business Intelligence";O;21S;2020/21;102;I;Studienfortsetzung; ;"BA; BI";BA;Business Intelligence;Personson;Person;M;Österreich;8;;31.10.2018;31.12.9999;6;26;-2;Studienfortsetzung;9;10,25;20;24,25;superprfakt;
01366774;"Bachelorstudium; Business Intelligence";O;15W;2015/16;91;I;Studienfortsetzung; ;"BA; BI";BA;Business Intelligence;Personson;Person;M;Österreich;8;;18.06.2014;31.12.9999;5;22;-3;Studienfortsetzung;9;7;28,5;26;superprfakt;
00464214;"Bachelorstudium; Business Intelligence";O;16W;2016/17;93;I;Studienfortsetzung; ;"BA; BI";BA;Business Intelligence;Personson;Person;M;Österreich;8;;01.10.2014;15.04.2019;11;29;3;Studienfortsetzung;9;6;27;19;superprfakt;
01344981;"Bachelorstudium; Business Intelligence";O;18S;2017/18;96;I;Studienfortsetzung; ;"BA; BI";BA;Business Intelligence;Personson;Person;W;Österreich;8;;13.06.2014;31.12.9999;10;22;2;Studienfortsetzung;9;5;19,5;13;prfakt;
01169442;"Bachelorstudium; Business Intelligence";O;18W;2018/19;97;I;Studienfortsetzung; ;"BA; BI";BA;Business Intelligence;Personson;Person;W;Deutschland;8;;05.10.2017;31.12.9999;13;28;5;Studienfortsetzung;9;7,5;23;17,5;prfakt;
01146014;"Bachelorstudium; Business Intelligence";O;19S;2018/19;98;I;Studienfortsetzung; ;"BA; BI";BA;Business Intelligence;Personson;Person;M;Österreich;8;;10.01.2019;31.12.9999;10;27;2;Studienfortsetzung;9;6;23,5;16,5;prfakt;
01207405;"Bachelorstudium; Business Intelligence";O;19S;2018/19;98;IX;Studienabschluss; ;"BA; BI";BA;Business Intelligence;Personson;Person;W;Österreich;8;;16.12.2014;10.10.2019;10;23;2;Studienabschluss;9;6;26,5;17;superprfakt;
61804231;"Bachelorstudium; Business Intelligence";O;19W;2019/20;99;I;Studienfortsetzung; ;"BA; BI";BA;Business Intelligence;Personson;Person;M;Österreich;8;;12.07.2018;31.12.9999;3;19;-5;Studienfortsetzung;9;7,5;18;15;prfakt;
01269838;"Bachelorstudium; Business Intelligence";O;19W;2019/20;99;I;Studienfortsetzung; ;"BA; BI";BA;Business Intelligence;Personson;Person;M;Österreich;8;;25.09.2015;31.12.9999;11;25;3;Studienfortsetzung;9;5;20;12;prfakt;
01463503;"Bachelorstudium; Business Intelligence";O;19W;2019/20;99;I;Studienfortsetzung; ;"BA; BI";BA;Business Intelligence;Personson;Person;W;Österreich;8;;10.05.2018;31.12.9999;9;22;1;Studienfortsetzung;9;7;22,5;16;prfakt;
09600836;"Bachelorstudium; Business Intelligence";O;20S;2019/20;100;I;Studienfortsetzung; ;"BA; BI";BA;Business Intelligence;Personson;Person;M;Österreich;8;;07.05.2019;31.12.9999;2;43;-6;Studienfortsetzung;9;6;16;10;prfakt;
01169808;"Bachelorstudium; Business Intelligence";O;20W;2020/21;101;I;Studienfortsetzung; ;"BA; BI";BA;Business Intelligence;Personson;Person;W;Deutschland;8;;07.12.2017;31.12.9999;17;27;9;Studienfortsetzung;9;10;18,5;18;prfakt;
01243827;"Bachelorstudium; Business Intelligence";O;21S;2020/21;102;I;Studienfortsetzung; ;"BA; BI";BA;Business Intelligence;Personson;Person;W;Österreich;8;;30.07.2020;31.12.9999;15;29;7;Studienfortsetzung;9;7;18;15;prfakt;
